@relation distaa3a3Keel
@attribute 3.61646249686014 real [0.032626572772507245, 15.99550170609938]
@attribute 11.61879710931984 real [0.01308043209846943, 15.989311852037073]
@attribute red {red, green}
@inputs 3.61646249686014, 11.61879710931984
@outputs red
@data
3.7026119967981685, 11.137367642684435, red
12.373457999398646, 7.72390170465164, red
12.202876628269035, 7.612530916642417, red
14.483311314831614, 10.587192063482366, green
7.84010395029334, 1.6659220927863103, green
10.725840113241675, 9.490829343299614, green
13.970535219726582, 0.5371314657977031, green
3.6651524048152186, 13.513416422276238, green
14.597679836169428, 1.6410769956958795, green
6.54859495926976, 13.250166266547152, green
6.969819599069021, 15.980505782076479, green
7.1380694617557925, 10.24743548040472, green
15.99550170609938, 11.957363186553758, green
15.415291424856301, 12.556990609165863, green
8.598410816821229, 8.724818394041655, green
12.993772439450623, 11.991711119289686, green
6.147022724071418, 13.907318652557805, green
2.282644401466685, 0.058892023041995145, green
9.162044344784237, 4.252843692190419, green
0.5247046976175973, 13.196773599434353, green
3.685827384106897, 15.412295240801322, green
1.4627725700386662, 5.983186875129727, green
11.855239400844674, 1.1542899961168072, green
3.0103176261496465, 6.117306519582312, green
6.272604167895244, 8.94875811501298, green
7.988138684160456, 1.3813831737221154, green
9.530196549616292, 8.735473382048847, green
8.881321038341106, 8.255378125930704, green
8.749551768282563, 15.809562774026865, green
5.671807931330841, 8.41995283306986, green
13.575808818633266, 9.505504154726838, green
3.9692771148149344, 13.913675399836226, green
10.31503978341042, 9.685425990405708, green
8.27138371227662, 5.238786251846792, green
5.838860838080015, 4.320442807746911, green
6.636082384146915, 13.346016268584778, green
13.043048286917971, 15.011905611928489, green
3.807407447365863, 13.300039279496639, green
11.85385227146228, 4.657652235393355, green
10.988670077385837, 5.855339019197011, green
5.526837340381968, 10.027825153858116, green
7.280019810553016, 4.879114707390654, green
13.742335955000089, 4.634297719137669, green
13.921929859826516, 6.599540138498707, green
2.7389074252346184, 13.591995781760263, green
6.192351203895834, 8.521452246503323, green
7.6936772315216615, 1.9624733043773936, green
4.417266986469912, 0.09300090413391615, green
6.544789560345189, 12.756612127717888, green
14.50711713175334, 7.734573843710978, green
5.089430359933143, 1.9310058432395412, green
14.831043486507955, 2.3478919515200847, green
9.342941808705, 15.354594253595858, green
8.323353362789058, 4.512950836004745, green
0.4328917204955811, 7.061152482855853, green
14.588792182201804, 0.5458487169371438, green
10.237812865452614, 3.896500130036994, green
4.1522456080540575, 1.3062299577273535, green
9.4972613146745, 5.2288900214746725, green
5.161831427609977, 1.6885097838657739, green
13.185530321955346, 0.9662387869802114, green
8.860837039945084, 7.099808195849912, green
11.619999707825368, 15.91619912375679, green
9.390409610550321, 13.579951598280225, green
0.5794323416128666, 0.84784603858796, green
11.186574471516783, 14.11868229390014, green
15.729835478575811, 6.4329973254010415, green
10.079607282241954, 10.41750500520844, green
2.3905648781286057, 0.9466492672613374, green
15.799564437435597, 15.069402768222142, green
12.142812696953323, 1.8223691305122394, green
6.830602671005103, 9.002556851097616, green
1.9517881588072292, 4.783678876289123, green
2.3379224593486665, 10.96133207997459, green
11.597545286025774, 8.92410969618156, green
12.594111148544185, 5.446809965989861, green
15.111598269521068, 15.048930392704236, green
4.5814099542159905, 3.3121826807917625, green
10.719786501766317, 4.035124404565144, green
13.838074645538727, 3.038677436830552, green
11.558443692817042, 12.299971154437092, green
3.8495152395522716, 0.9077138871597761, green
7.8057369472336635, 2.2102508402599135, green
4.538581614894683, 2.8777539954137, green
10.889288464603116, 8.112690340875524, green
7.020570877240893, 15.623644841954997, green
9.064059736609103, 3.3688362395264484, green
8.799127911884739, 9.043402067005966, green
7.241036601336839, 7.292909769242895, green
9.937854540995268, 2.561198649288274, green
7.884831457681573, 14.537245875385986, green
8.9639352831305, 8.77594879218073, green
13.554970186623244, 5.17162081239154, green
15.943710697592733, 6.5278947182361176, green
15.884183241158713, 10.786138180112435, green
2.799825013690617, 10.693222904235876, green
11.225414125644969, 3.5468831061868187, green
0.873603824731541, 11.652007108753454, green
0.511136997369487, 3.2180786772764876, green
