10.57130019782533,14.822555594677107,red
10.065204151488805,14.873733194551148,red
9.298618264329994,14.77178727776612,red
10.062570407944184,15.914048837232302,red
9.282551489986869,15.369674077813345,red
9.486869842646229,14.932897479798807,red
9.953495561277768,14.870505110292461,red
10.102084026077037,14.060159213204347,red
10.10007999909827,14.819452211736618,red
9.721798735489454,14.870623526487654,red
10.34844129330711,14.368912626546745,red
3.043591627777409,6.511052235642511,red
2.9718085963381373,7.501785945333689,red
3.006707850362036,6.0763249063238565,red
3.837803052439713,6.719645046374234,red
3.9338838326465644,6.545901587526217,red
2.358646110419014,7.582412202779315,red
3.2949292731645166,6.8250592632353495,red
2.707652541640914,6.919727435732765,red
2.485481936391429,7.4708297884958546,red
3.79015477409866,6.572047969777504,red
2.7292173274441867,7.027087027764978,red
2.7305909964684654,6.656423105323708,red
11.403272268250596,3.757950287600197,red
11.92317032244768,3.0552715650054236,red
12.551984128494269,3.6337558701688315,red
12.302030641979998,3.264567356521036,red
12.079979916004797,3.0569433019019807,red
12.457023653098318,3.055210041221979,red
11.18758724854689,3.2545246231615144,red
12.15888845196259,3.121053690963622,red
11.2234339876753,3.03229109984451,red
